Município,Semana 01,Semana 02,Semana 03,Semana 04,Semana 05,Semana 06,Semana 07,Semana 08,Semana 09,Semana 10,Semana 11,Semana 12,Semana 13,Semana 14,Semana 15,Semana 16,Semana 17,Semana 18,Semana 19,Semana 20,Semana 21,Semana 22,Semana 23,Semana 24,Semana 25,Semana 26,Semana 27,Semana 28,Semana 29,Semana 30,Semana 31,Semana 32,Semana 33,Semana 34,Semana 35,Semana 36,Semana 37,Semana 38,Semana 39,Semana 40,Semana 41,Semana 42,Semana 43,Semana 44,Semana 45,Semana 46,Semana 47,Semana 48,Semana 49,Semana 50,Semana 51,Semana 52,Semana 53,Total,CIR
"Alfenas,Machado",1,1,2,1,2,2,2,1,2,4,1,3,0,1,4,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,34,31001
Guaxupé,3,0,4,1,1,4,4,1,3,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,31,31002
Itajubá,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,31003
Lavras,2,0,3,1,6,2,1,1,1,3,0,1,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,33,31004
Poços de Caldas,0,2,1,0,2,3,1,1,1,1,0,0,0,0,3,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24,31006
Pouso Alegre,0,1,2,3,1,0,3,3,4,1,1,2,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,1,0,1,2,0,0,39,31007
São Lourenço,0,0,0,2,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,31008
São Sebastião do Paraíso,0,0,1,0,1,0,0,1,0,0,1,2,0,0,1,1,1,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,31009
Três Corações,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,31010
Três Pontas,0,1,0,0,3,1,1,0,2,2,0,0,1,2,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,22,31011
Varginha,0,1,0,1,0,0,0,2,5,0,0,7,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,23,31012
Barbacena,0,0,0,3,0,0,0,1,0,3,5,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,31013
São João Del Rei,0,0,1,1,0,2,0,1,1,3,1,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,19,31015
"Belo Horizonte,Nova Lima,Santa Luzia",143,234,263,445,559,672,847,605,1140,1396,1586,1960,1872,1796,2228,1619,1366,1438,1189,1096,847,458,297,275,225,175,145,181,115,79,48,32,24,19,21,17,13,10,27,24,16,24,37,38,51,72,77,84,76,147,129,145,20,26402,31016
Betim,16,20,23,26,45,62,77,79,87,92,143,155,171,130,194,108,87,87,68,45,41,29,23,26,13,14,17,14,9,18,19,2,9,5,10,11,3,3,6,9,3,7,5,6,15,15,21,16,24,42,40,34,4,2228,31017
Contagem,21,32,31,39,67,83,150,106,211,202,250,286,261,249,327,206,223,233,175,168,136,52,39,28,51,39,43,31,43,55,36,10,22,21,15,7,5,5,10,6,5,7,4,12,5,8,14,4,9,14,4,10,1,4071,31018
Curvelo,63,63,80,86,61,90,76,78,113,173,260,315,309,257,281,213,194,211,182,141,113,65,44,35,35,23,21,12,4,6,5,9,2,2,1,0,0,1,1,2,0,2,0,5,3,8,4,6,7,7,7,6,0,3682,31019
Guanhães,0,0,0,0,0,0,3,0,1,2,0,2,0,2,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,31020
Itabira,4,3,4,4,7,6,6,4,5,10,5,9,11,10,6,5,3,4,2,9,5,5,1,1,2,2,4,2,1,1,2,1,0,0,0,1,1,0,0,4,0,1,1,0,0,2,1,4,2,0,0,0,1,162,31021
Ouro Preto,2,0,1,0,3,0,0,1,4,7,3,5,1,1,4,1,2,1,1,2,2,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,50,31022
João Monlevade,1,0,2,2,1,1,3,1,8,10,10,10,6,5,7,7,6,4,5,8,3,4,3,1,2,4,2,0,1,0,2,4,1,0,0,0,0,0,0,0,1,0,1,0,0,2,1,4,1,3,2,0,0,139,31023
Sete Lagoas,10,22,33,48,79,94,102,111,181,240,317,282,293,190,281,201,191,152,180,142,124,60,44,30,23,21,14,22,14,12,13,18,8,3,4,2,3,2,4,3,6,2,7,6,10,6,12,12,31,24,23,20,1,3733,31024
"Vespasiano,Lagoa Santa",10,4,11,24,30,40,52,58,61,60,71,109,100,57,46,41,41,42,40,29,20,9,8,12,3,4,4,2,2,3,0,0,1,1,0,0,0,1,0,0,0,0,2,1,2,3,1,1,2,5,2,1,0,1016,31025
"Diamantina,Itamarandiba",0,0,0,0,0,0,0,0,0,0,0,2,1,0,4,1,0,0,2,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,31026
"Turmalina,Minas Novas,Capelinha",1,0,0,0,0,0,0,0,5,7,0,4,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,31027
Bom Despacho,3,4,4,3,11,20,10,8,18,14,12,9,18,15,15,19,21,18,20,23,18,8,12,4,7,7,2,4,4,6,1,3,1,1,0,2,1,0,1,1,5,1,2,3,9,9,35,42,51,48,40,56,0,649,31028
Formiga,8,13,8,14,27,27,24,24,62,86,72,101,76,39,52,28,6,14,17,37,33,13,8,3,7,3,2,0,1,1,1,1,0,1,2,1,2,1,1,0,1,0,0,1,0,3,1,2,1,1,0,1,0,827,31030
Itaúna,1,1,0,2,1,3,2,2,1,4,1,1,1,0,0,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,27,31031
"Pará de Minas,Nova Serrana",3,5,1,0,4,3,1,6,8,12,10,17,43,13,12,13,13,16,15,11,16,10,3,5,2,3,2,3,4,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,2,0,263,31032
Caratinga,2,5,11,18,16,29,62,39,42,66,65,86,57,29,48,39,26,32,25,21,15,9,9,7,3,2,3,5,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,780,31034
"Coronel Fabriciano,Timóteo",33,52,89,251,327,374,316,299,431,482,469,437,386,209,294,140,115,124,94,99,74,40,18,33,24,16,15,15,10,8,3,5,1,1,2,2,0,2,2,4,4,7,7,13,6,11,5,8,18,14,8,3,1,5401,31035
Governador Valadares,87,177,185,138,169,220,171,197,223,273,262,304,329,213,242,166,107,147,104,91,74,43,35,37,40,18,15,13,11,10,9,9,11,11,2,2,5,3,4,1,7,7,16,16,56,58,75,81,32,70,36,53,7,4672,31036
Ipatinga,14,17,49,92,123,176,195,143,287,332,493,452,350,211,320,182,349,323,314,248,172,97,46,28,11,14,14,3,5,1,0,1,2,1,4,3,1,0,3,1,4,6,5,5,8,5,8,5,8,15,2,8,14,5170,31037
Mantena,1,2,13,10,6,8,4,3,11,14,36,47,17,20,21,6,7,10,19,15,7,5,5,5,5,9,9,4,1,4,3,2,2,1,0,0,0,1,1,1,0,0,2,1,2,0,0,0,0,0,0,0,0,340,31038
Resplendor,42,34,61,58,55,100,113,55,101,79,89,119,132,58,102,65,113,108,64,55,45,48,11,34,12,12,5,6,2,8,3,0,3,5,6,4,5,1,1,17,8,21,12,18,30,38,20,26,25,36,24,35,0,2124,31040
Além Paraíba,0,0,0,0,2,0,1,1,1,1,1,4,1,0,1,0,0,2,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,31041
Carangola,1,1,0,2,1,0,2,1,2,5,4,6,3,1,0,3,1,0,2,2,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,20,100,114,127,0,410,31042
"Leopoldina,Cataguases",5,4,7,15,7,14,10,12,19,34,28,52,52,42,69,54,46,62,44,35,35,26,8,16,20,12,4,6,3,3,1,2,1,1,1,1,2,0,2,0,0,2,1,0,0,0,0,0,0,0,1,0,2,761,31044
Muriaé,5,10,5,15,19,29,18,24,34,45,79,121,67,52,62,93,82,72,73,45,22,16,8,2,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,2,0,2,1,2,3,0,0,0,1,1,1,1018,31045
Santos Dumont,0,0,0,0,3,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,31046
"São João Nepomuceno,Bicas",0,0,0,1,1,2,1,2,9,5,43,39,42,33,56,39,43,50,38,22,25,13,5,6,8,7,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494,31047
Ubá,7,20,16,13,17,15,10,10,20,19,16,15,16,13,14,12,6,6,3,6,6,2,2,5,1,1,1,0,2,2,6,0,0,0,0,1,0,0,0,1,0,1,0,3,0,1,3,1,0,2,3,2,2,302,31048
Coração de Jesus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,31050
Francisco Sá,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,2,1,2,2,0,0,1,0,2,0,6,6,4,0,5,0,2,2,1,3,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,49,31051
"Janaúba,Monte Azul",2,3,5,6,6,22,45,28,29,13,7,9,16,15,13,12,9,24,28,18,24,13,4,12,12,7,5,4,3,2,4,3,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,6,12,0,4,3,0,434,31052
Januária,2,0,1,2,1,2,0,0,1,3,1,3,1,1,1,0,0,2,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,2,0,0,0,0,33,31053
Pirapora,0,2,0,3,3,2,3,1,7,3,4,5,6,2,10,2,12,10,9,9,9,3,1,4,4,3,1,1,3,0,0,0,0,1,0,1,7,1,0,4,1,1,2,5,11,25,37,95,125,135,128,108,1,810,31055
Patos de Minas,5,4,3,2,0,3,7,4,7,5,9,18,31,21,25,20,12,20,6,9,21,7,7,0,2,1,0,2,1,0,0,1,0,0,0,0,0,1,0,2,0,2,1,1,2,7,6,3,4,3,1,2,1,289,31057
"Unaí,Paracatu",0,0,0,0,0,1,0,0,2,4,2,5,0,0,3,4,3,2,6,9,1,3,0,2,1,0,1,1,2,1,0,1,3,0,1,0,0,1,1,0,0,1,2,2,3,2,2,4,3,2,5,15,0,101,31058
Manhuaçu,2,4,9,2,3,11,5,6,15,12,9,17,13,15,28,24,20,15,18,13,12,7,5,2,1,2,1,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,0,0,0,0,283,31059
Ponte Nova,11,7,3,13,18,13,21,18,80,57,105,123,144,60,103,50,42,33,15,28,18,19,12,7,2,7,0,2,1,1,0,1,0,0,0,0,0,0,3,1,0,1,6,13,10,52,29,58,30,47,23,34,0,1321,31060
Viçosa,1,0,0,2,0,0,0,0,1,3,0,1,11,3,14,8,14,18,13,9,9,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,120,31061
Araçuaí,0,0,1,1,0,0,1,0,3,2,4,2,2,4,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,4,1,1,0,0,0,8,7,16,15,14,17,53,24,50,0,236,31064
Itaobim,3,4,2,10,10,10,26,3,26,45,26,30,20,13,26,20,9,20,9,20,0,6,8,7,4,0,1,0,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,367,31065
Nanuque,3,7,7,20,7,36,56,40,57,93,61,71,113,49,51,24,13,10,28,23,10,16,11,11,9,6,6,12,4,9,4,6,5,1,5,0,1,1,0,3,0,10,1,3,3,4,9,7,8,8,27,32,0,1001,31066
Padre Paraíso,0,0,0,2,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,31067
Pedra azul,0,0,0,0,2,1,0,0,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,31068
Araxá,1,10,7,12,4,3,5,1,1,5,6,0,4,3,3,4,5,1,2,1,2,0,0,0,3,1,0,0,0,1,1,3,0,0,0,1,1,0,1,2,2,0,0,1,0,0,1,0,1,0,0,0,1,100,31070
"Frutal,Iturama",23,50,77,59,106,77,109,85,141,147,101,94,81,22,66,33,19,10,21,13,17,17,7,3,9,5,6,4,4,0,3,0,0,0,0,1,2,2,4,5,1,6,15,3,7,12,10,1,0,6,5,1,1,1491,31071
Uberaba,7,7,8,19,15,11,9,16,23,44,55,56,70,34,39,29,35,38,26,18,24,19,7,8,7,6,3,4,3,2,1,1,2,1,1,6,2,4,6,4,2,3,3,11,5,14,32,36,73,73,74,62,1,1059,31072
Ituiutaba,11,28,45,31,72,76,108,85,135,165,187,138,152,72,77,57,50,51,32,27,30,11,8,10,5,6,6,5,2,9,5,4,2,2,1,1,1,0,3,4,3,3,4,4,16,11,18,19,11,14,22,16,5,1860,31073
"Patrocínio,Monte Carmelo",0,1,1,2,1,2,3,1,2,0,2,2,4,1,3,0,0,0,3,1,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,36,31074
"Uberlândia,Araguari",10,15,11,21,28,25,33,19,54,61,84,97,71,49,59,63,58,58,77,71,45,31,18,32,20,13,12,12,10,12,9,4,2,6,6,4,3,6,11,9,12,7,8,19,17,35,47,60,51,51,36,52,0,1624,31075
Manga,1,0,1,0,1,3,2,2,0,4,0,4,8,0,6,5,9,6,5,4,3,6,2,8,1,2,0,0,1,4,2,2,1,0,0,1,0,3,2,1,5,3,7,14,4,9,10,59,46,28,28,11,0,324,31076
João Pinheiro,1,2,0,0,1,1,2,0,3,8,28,12,9,3,2,1,1,2,2,2,0,0,1,0,1,1,0,0,2,2,3,4,2,0,1,0,1,5,2,0,0,0,0,0,4,2,0,0,4,1,3,3,0,122,31077
Congonhas,2,0,1,2,2,1,1,1,1,1,0,3,4,0,2,3,1,3,1,1,0,0,1,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,1,0,0,0,0,43,31078
Conselheiro Lafaiete,1,0,1,1,0,1,3,0,1,2,3,2,4,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26,31079
São Gotardo,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,31082
Bocaiúva,0,0,0,0,2,0,1,2,3,4,6,4,13,5,8,3,2,1,2,0,2,0,1,1,1,1,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,3,2,0,76,31083
Montes Claros,4,3,5,6,9,0,4,12,9,8,10,12,31,19,25,24,14,15,20,27,16,24,13,12,4,15,5,14,1,4,5,4,3,2,8,4,2,5,4,2,6,2,1,3,5,3,3,8,18,13,24,17,0,507,31084
Taiobeiras,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,31085
Divinópolis,2,1,9,9,3,4,5,5,8,15,19,33,40,33,39,26,26,37,38,35,22,10,5,10,7,2,1,2,5,3,4,1,1,1,3,1,3,1,0,1,1,0,2,1,0,6,1,1,0,10,11,9,0,512,31086
"Lagoa da Prata,Santo Antônio do Monte",2,2,4,5,0,1,4,2,5,7,18,24,40,11,32,31,26,26,7,10,13,2,2,4,2,1,2,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,2,3,1,22,23,40,81,69,92,0,621,31087
"Oliveira,Santo Antônio do Amparo",0,0,0,0,1,1,0,1,4,2,2,1,1,1,3,1,2,0,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27,31088
Campo Belo,0,0,0,1,0,2,0,1,2,1,0,7,2,2,14,13,12,6,15,11,7,3,1,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,108,31089
Lima Duarte,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31090
Cássia,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6,31091
Passos,2,3,4,3,0,1,2,2,4,3,0,9,2,0,4,2,4,1,1,4,0,1,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,61,31092
Piumhi,1,1,0,1,1,2,3,1,3,6,4,3,5,2,1,1,1,2,2,1,2,1,1,2,2,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,55,31093
"Almenara,Jacinto",10,19,48,35,27,46,43,19,51,39,49,33,71,20,53,35,30,37,54,37,42,32,24,15,9,10,17,5,5,4,3,3,3,1,1,0,1,0,0,0,0,0,0,0,3,4,21,8,0,3,3,1,0,974,31094
Itambacuri,0,3,1,4,3,2,6,10,7,39,18,14,0,5,7,13,11,5,6,3,2,4,1,11,1,6,4,6,7,0,0,1,2,0,0,0,0,1,0,0,0,0,1,2,1,0,2,1,4,5,1,4,0,224,31096
Juiz de Fora,3,8,6,13,11,16,22,13,17,18,9,22,26,18,28,27,46,30,29,32,22,12,14,9,11,5,2,0,1,2,2,0,0,1,0,2,0,1,1,1,0,3,0,0,0,2,2,0,1,2,1,3,0,494,31097
Salinas,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,1,0,4,0,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,31098
"Teófilo Otoni,Malacacheta",8,8,1,4,2,1,4,3,7,22,18,22,47,56,76,51,53,92,108,320,331,192,138,152,125,107,106,128,87,21,1,7,5,1,2,3,1,1,1,1,0,1,1,5,4,3,2,4,3,6,7,11,1,2361,31099
São Francisco,9,9,12,13,23,12,13,11,16,27,2,18,11,9,14,7,8,10,4,6,3,2,2,2,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,0,0,2,0,2,0,259,31100
Brasília de Minas,0,0,0,0,0,0,0,0,0,0,2,5,2,2,0,1,3,2,1,0,3,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,4,6,0,7,3,2,1,5,9,0,0,68,31101
"Peçanha,São João Evangelista,Santa Maria do Suaçuí",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31102
