Residência,Semana 01,Semana 02,Semana 03,Semana 04,Semana 05,Semana 06,Semana 07,Semana 08,Semana 09,Semana 10,Semana 11,Semana 12,Semana 13,Semana 14,Semana 15,Semana 16,Semana 17,Semana 18,Semana 19,Semana 20,Semana 21,Semana 22,Semana 23,Semana 24,Semana 25,Semana 26,Semana 27,Semana 28,Semana 29,Semana 30,Semana 31,Semana 32,Semana 33,Semana 34,Semana 35,Semana 36,Semana 37,Semana 38,Semana 39,Semana 40,Semana 41,Semana 42,Semana 43,Total,CIR
SAO FRANCISCO DO GLORIA,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31045
BARAO DE MONTE ALTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31045
MIRADOURO,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31045
MURIAE,0,2,0,0,1,4,1,2,3,11,3,12,2,4,4,4,8,2,7,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,76,31045
EUGENOPOLIS,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31045
SANTOS DUMONT,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,31046
ARACITABA,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31046
BICAS,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,31047
SENADOR CORTES,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31047
SAO JOAO NEPOMUCENO,0,0,1,1,0,0,0,0,0,1,14,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,31047
MAR DE ESPANHA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31047
PEQUERI,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31047
DESCOBERTO,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31047
GUIDOVAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,12,36,21,8,62,13,16,9,6,4,1,2,3,3,4,0,1,1,3,0,1,0,0,0,4,0,223,31048
DORES DO TURVO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,6,1,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27,31048
TABULEIRO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,31048
VISCONDE DO RIO BRANCO,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,2,0,2,0,0,0,0,0,2,0,0,0,0,13,31048
SENADOR FIRMINO,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31048
GUARANI,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,31048
GUIRICEMA,0,0,0,1,0,0,1,1,3,1,3,0,0,11,8,10,19,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,31048
COIMBRA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31048
SAO GERALDO,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,3,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,31048
TOCANTINS,0,0,0,0,0,0,1,1,1,1,2,0,0,13,12,10,21,8,5,3,6,1,11,1,1,0,4,0,1,2,1,1,0,1,0,0,0,0,0,1,0,0,0,109,31048
PRESIDENTE BERNARDES,0,0,0,0,0,0,0,1,8,1,1,8,2,10,14,18,10,12,11,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,31048
RODEIRO,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,31048
ERVALIA,0,0,0,0,3,0,0,0,0,0,2,0,0,2,1,5,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,31048
PIRAUBA,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,31048
UBA,0,0,1,0,6,3,5,15,17,58,90,167,262,423,442,403,275,228,324,379,342,154,287,170,104,94,103,47,45,23,25,12,19,23,36,13,37,31,0,4,4,5,0,4676,31048
DIVINESIA,0,0,0,0,0,0,0,0,0,1,0,2,2,2,2,11,3,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,31048
BRAS PIRES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,7,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,31048
MERCES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,31048
RIO POMBA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,13,31048
CORACAO DE JESUS,0,0,0,0,0,1,2,8,19,19,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,31050
LAGOA DOS PATOS,0,0,0,0,0,2,1,2,2,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,31050
SAO JOAO DA LAGOA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31050
SAO JOAO DO PACUI,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,31050
CRISTALIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31051
CAPITAO ENEAS,1,0,1,1,4,8,9,10,21,18,19,13,15,10,6,2,7,4,8,8,6,3,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,182,31051
JOSENOPOLIS,0,1,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,31051
FRANCISCO SA,0,0,1,0,1,4,1,1,7,6,5,6,9,5,4,2,5,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,64,31051
GRAO MOGOL,0,0,0,0,0,1,0,0,4,1,1,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,31051
BOTUMIRIM,0,0,0,1,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,31051
MAMONAS,0,1,0,1,1,0,4,2,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,31052
RIACHO DOS MACHADOS,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31052
MATO VERDE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31052
SERRANOPOLIS DE MINAS,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31052
JAIBA,1,2,0,1,1,3,3,1,3,6,5,13,7,3,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,59,31052
MATIAS CARDOSO,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31052
MONTE AZUL,0,0,1,2,0,1,0,4,3,5,2,2,4,3,2,3,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,39,31052
NOVA PORTEIRINHA,0,1,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,31052
PAI PEDRO,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31052
PORTEIRINHA,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,31052
GAMELEIRAS,0,0,0,0,10,8,13,14,13,18,18,10,10,9,5,9,6,3,2,4,0,3,2,1,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,163,31052
ESPINOSA,0,0,1,0,1,0,1,0,2,3,1,3,0,3,4,4,3,0,1,1,2,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,35,31052
JANAUBA,0,3,0,0,4,7,3,4,16,7,4,2,4,2,5,3,5,2,3,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,79,31052
JANUARIA,11,22,26,22,26,8,22,40,31,1,9,7,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,231,31053
PEDRAS DE MARIA DA CRUZ,0,0,2,0,0,0,1,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,31053
CONEGO MARINHO,0,1,0,0,4,1,7,1,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,31053
ITACARAMBI,0,0,0,1,1,0,0,3,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,31053
BONITO DE MINAS,0,0,0,1,7,7,20,8,34,54,59,37,44,65,62,50,23,8,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,31053
IBIAI,0,0,0,0,0,0,0,0,0,1,0,6,3,6,11,4,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36,31055
LASSANCE,0,2,1,7,20,55,65,130,207,111,131,62,14,6,1,1,6,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,824,31055
PONTO CHIQUE,0,0,0,0,2,0,0,1,0,0,1,0,2,17,47,39,28,8,2,11,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,160,31055
PIRAPORA,0,7,5,15,16,16,27,28,21,33,29,18,11,20,14,10,15,12,8,11,8,4,5,1,7,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,344,31055
VARZEA DA PALMA,0,1,1,2,1,2,1,10,12,7,9,28,22,37,32,41,27,73,41,15,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,31055
BURITIZEIRO,0,0,0,0,0,3,1,2,5,0,2,4,0,0,2,0,2,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,31055
PATOS DE MINAS,0,1,0,5,8,7,2,6,10,4,5,5,8,4,5,5,5,0,3,2,3,0,1,1,0,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,95,31057
SAO GONCALO DO ABAETE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31057
CRUZEIRO DA FORTALEZA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31057
GUARDA-MOR,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31057
LAGOA FORMOSA,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31057
VAZANTE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31057
SERRA DO SALITRE,1,0,0,0,0,0,0,1,2,0,0,0,1,2,1,0,0,0,1,0,2,0,4,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,31057
VARJAO DE MINAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31057
UNAI,0,0,0,0,2,0,0,3,0,0,0,1,2,0,1,0,3,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,20,31058
BONFINOPOLIS DE MINAS,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31058
ARINOS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31058
PARACATU,0,2,0,0,6,2,6,4,16,12,22,28,27,37,49,31,51,57,72,27,46,20,33,15,29,14,13,10,12,16,6,5,2,6,2,2,1,3,2,1,2,1,0,690,31058
CHAPADA GAUCHA,0,0,0,3,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,31058
RIACHINHO,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31058
DOM BOSCO,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31058
NATALANDIA,0,0,0,0,0,0,0,0,0,3,2,2,6,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,31058
SIMONESIA,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,31059
MANHUMIRIM,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2,0,0,1,1,1,1,0,0,14,31059
IPANEMA,0,0,0,0,0,1,1,5,11,12,3,4,6,5,4,4,1,0,4,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,65,31059
SAO JOAO DO MANHUACU,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31059
MARTINS SOARES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31059
TAPARUBA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,4,1,2,1,3,0,0,1,0,0,0,0,1,20,21,10,23,32,10,4,5,0,144,31059
MANHUACU,0,0,0,0,1,4,11,38,25,22,22,32,22,45,74,101,51,25,73,42,39,38,13,14,12,12,11,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,735,31059
LUISBURGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,31059
CHALE,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,31059
SAO JOSE DO MANTIMENTO,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31059
ALTO CAPARAO,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31059
DURANDE,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31059
POCRANE,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,31059
CAPUTIRA,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,31059
CONCEICAO DE IPANEMA,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,31059
REDUTO,1,0,0,0,1,0,4,0,1,0,3,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,31059
SANTA MARGARIDA,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31059
SANTANA DO MANHUACU,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31059
MATIPO,0,0,0,0,0,0,0,0,1,2,5,2,0,1,1,3,2,0,1,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,31059
ABRE CAMPO,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,31059
MUTUM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,6,31059
RIO CASCA,0,0,1,3,15,34,26,33,57,86,152,158,77,87,56,73,30,6,2,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903,31060
DOM SILVERIO,0,0,0,0,0,0,0,2,0,1,0,1,6,4,1,4,3,0,1,4,2,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,31060
SANTA CRUZ DO ESCALVADO,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,31060
ACAIACA,0,2,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,31060
BARRA LONGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31060
SEM-PEIXE,0,0,0,0,0,0,3,7,26,25,34,32,29,29,20,9,7,19,4,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,31060
JEQUERI,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,31060
AMPARO DO SERRA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31060
ALVINOPOLIS,0,0,0,0,4,3,6,27,21,25,21,21,17,35,37,19,10,7,7,2,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,268,31060
GUARACIABA,0,0,1,0,0,0,0,1,0,2,2,5,2,6,3,1,4,1,1,3,0,0,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,41,31060
SAO PEDRO DOS FERROS,0,0,0,0,0,0,0,0,3,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,31060
RIO DOCE,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,31060
RAUL SOARES,2,0,0,0,0,4,2,2,4,7,5,10,5,6,13,7,16,7,6,10,7,1,2,1,0,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,122,31060
SAO JOSE DO GOIABAL,13,40,38,65,33,50,17,6,16,17,8,3,5,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,31060
SANTO ANTONIO DO GRAMA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31060
URUCANIA,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31060
ORATORIOS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31060
PONTE NOVA,0,4,2,1,2,11,17,29,37,38,58,70,52,51,66,40,71,61,55,153,60,47,61,13,101,15,45,53,15,11,6,9,1,2,0,0,2,1,0,1,1,1,0,1263,31060
