Residência,Semana 01,Semana 02,Semana 03,Semana 04,Semana 05,Semana 06,Semana 07,Semana 08,Semana 09,Semana 10,Semana 11,Semana 12,Semana 13,Semana 14,Semana 15,Semana 16,Semana 17,Semana 18,Semana 19,Semana 20,Semana 21,Semana 22,Semana 23,Semana 24,Semana 25,Semana 26,Semana 27,Semana 28,Semana 29,Semana 30,Semana 31,Semana 32,Semana 33,Semana 34,Semana 35,Semana 36,Semana 37,Semana 38,Semana 39,Semana 40,Semana 41,Semana 42,Semana 43,Total,CIR
PIEDADE DE PONTE NOVA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31060
PAULA CANDIDO,0,0,0,0,0,0,0,0,0,0,0,3,0,4,2,0,0,7,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,31061
CANAA,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31061
CAJURI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31061
SAO MIGUEL DO ANTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31061
PORTO FIRME,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31061
VICOSA,0,0,3,1,2,0,1,4,3,3,3,5,3,6,3,4,1,6,3,1,1,1,0,6,0,2,5,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,72,31061
PEDRA DO ANTA,0,0,0,0,0,0,0,0,0,0,3,3,10,4,1,2,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,31061
ARAPONGA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31061
31062 Águas Formosas,1,1,1,0,5,3,2,4,4,6,25,4,3,3,3,4,11,7,6,5,1,1,1,0,1,2,0,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,111,31062 Águas Formosas
CRISOLITA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31061
SANTA HELENA DE MINAS,0,0,0,0,0,1,0,1,0,0,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,31061
UMBURATIBA,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,31061
AGUAS FORMOSAS,0,0,0,0,0,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,31061
PAVAO,0,0,1,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,31061
BERTOPOLIS,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31061
FRONTEIRA DOS VALES,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31061
MACHACALIS,0,0,0,0,0,0,1,0,3,2,20,4,1,2,1,2,11,4,5,4,0,1,0,0,0,1,0,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,69,31061
ARACUAI,0,0,0,2,1,0,1,2,9,9,9,8,4,10,5,8,3,2,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,78,31064
CORONEL MURTA,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31064
FRANCISCO BADARO,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31064
VIRGEM DA LAPA,0,0,0,2,1,0,0,0,0,1,0,0,0,1,1,1,1,0,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,31064
BERILO,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31064
JENIPAPO DE MINAS,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31064
ITAOBIM,4,0,0,0,0,1,0,0,1,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,31065
ITINGA,0,3,0,0,0,0,3,5,1,3,6,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,27,31065
MEDINA,0,0,1,0,0,0,1,0,6,0,5,1,3,4,2,1,4,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,35,31065
PONTO DOS VOLANTES,0,0,0,0,0,0,0,2,10,8,5,7,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,31065
MONTE FORMOSO,0,0,0,0,0,0,0,3,7,19,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,31065
COMERCINHO,0,0,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,31065
CARLOS CHAGAS,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,31066
SERRA DOS AIMORES,0,0,0,1,1,0,1,0,0,1,8,3,8,7,12,9,1,3,1,4,5,4,5,4,6,7,6,7,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,107,31066
NANUQUE,2,2,1,8,10,26,12,35,28,28,34,36,37,37,39,24,22,32,28,17,25,18,21,11,10,13,8,4,3,5,2,2,0,2,3,3,2,2,0,0,0,0,0,592,31066
CARAI,0,0,0,0,0,1,2,0,1,0,2,2,1,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,31067
CATUJI,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31067
PADRE PARAISO,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,31067
ITAIPE,0,0,0,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,31067
DIVISA ALEGRE,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31068
PEDRA AZUL,0,0,3,0,6,11,5,16,20,33,30,35,18,28,19,11,8,4,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,31068
CACHOEIRA DE PAJEU,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31068
CAMPOS ALTOS,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31070
ARAXA,0,0,0,1,0,0,0,3,0,1,2,0,2,3,1,1,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,31070
IBIA,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,31070
PERDIZES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31070
TAPIRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31070
SANTA JULIANA,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31070
PRATINHA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,31070
PEDRINOPOLIS,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,31070
SAO FRANCISCO DE SALES,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,31071
UNIAO DE MINAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,31071
ITURAMA,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10,31071
LIMEIRA DO OESTE,0,0,0,0,0,0,0,0,1,0,10,4,6,32,19,12,20,16,10,3,3,1,0,1,7,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,150,31071
FRONTEIRA,1,4,6,6,2,2,5,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,36,31071
FRUTAL,0,2,0,1,4,5,4,8,11,5,11,5,6,3,2,4,7,0,5,4,6,1,2,0,1,0,3,0,2,1,0,0,0,1,0,1,0,0,1,0,0,0,0,106,31071
PIRAJUBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31071
PLANURA,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,31071
CARNEIRINHO,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31071
COMENDADOR GOMES,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31071
ITAPAGIPE,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,1,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,31071
SACRAMENTO,0,0,0,0,0,0,0,0,1,2,1,0,3,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,16,31072
UBERABA,2,4,2,1,4,7,12,4,8,4,13,9,20,16,29,33,47,38,54,45,45,23,31,20,29,11,17,8,9,10,3,5,2,8,2,2,6,3,1,1,1,0,0,589,31072
CAMPO FLORIDO,0,0,0,4,5,5,11,12,13,18,32,24,20,15,12,23,16,15,5,17,17,4,7,6,2,4,7,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,298,31072
CONCEICAO DAS ALAGOAS,0,0,0,0,1,0,0,1,0,0,0,3,0,0,2,9,17,6,46,40,17,23,16,31,5,6,5,9,9,5,5,2,3,1,0,0,0,0,0,0,0,0,0,262,31072
AGUA COMPRIDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31072
VERISSIMO,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31072
CONQUISTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31072
GURINHATA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31073
CENTRALINA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,6,6,1,10,12,12,13,11,13,6,5,3,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,107,31073
CACHOEIRA DOURADA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,31073
SANTA VITORIA,0,0,0,1,1,1,0,2,2,0,3,5,2,4,7,1,0,2,0,6,1,4,4,3,2,4,3,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,62,31073
CAPINOPOLIS,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,1,1,0,0,1,1,0,0,0,1,0,2,1,0,0,1,0,0,3,2,0,1,5,0,1,0,0,0,26,31073
IPIACU,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,31073
CAMPINA VERDE,0,1,0,0,0,1,0,0,0,1,3,3,3,1,4,6,9,6,11,22,18,8,6,7,3,4,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,124,31073
CANAPOLIS,0,0,0,0,0,0,1,0,1,3,0,0,0,0,2,1,1,2,3,0,2,5,0,6,4,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,37,31073
ITUIUTABA,0,1,0,1,0,2,2,6,9,5,11,20,16,17,19,53,28,41,55,62,64,55,71,32,32,29,42,64,29,25,23,11,8,8,7,5,8,5,3,0,2,0,2,873,31073
MONTE CARMELO,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,31074
IRAI DE MINAS,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31074
COROMANDEL,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,31074
DOURADOQUARA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31074
ESTRELA DO SUL,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31074
ABADIA DOS DOURADOS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,31074
PATROCINIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31074
PRATA,0,1,1,1,3,5,7,28,46,14,17,22,30,22,20,12,9,24,3,16,5,13,5,2,0,1,2,0,1,3,0,0,0,0,0,0,0,0,2,3,0,1,0,319,31075
NOVA PONTE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31075
CASCALHO RICO,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31075
UBERLANDIA,1,14,4,28,109,95,136,284,442,390,459,673,333,346,298,342,329,529,763,834,764,398,323,281,190,181,125,103,73,60,42,41,27,42,40,37,36,38,53,41,37,10,5,9356,31075
ARAGUARI,9,26,28,43,102,295,272,377,467,472,500,460,287,133,99,119,118,107,88,45,33,20,17,17,8,4,2,9,7,4,1,2,1,1,0,2,1,10,28,26,19,21,0,4280,31075
TUPACIGUARA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,1,2,5,2,4,2,5,1,0,3,0,0,0,0,0,1,1,0,1,0,0,0,34,31075
INDIANOPOLIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,31075
MONTE ALEGRE DE MINAS,1,0,0,0,3,1,0,0,1,2,3,2,1,3,1,1,0,1,3,0,5,2,7,3,6,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,31075
ARAPORA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,31075
JUVENILIA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,31076
MIRAVANIA,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,31076
MANGA,3,0,0,2,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,31076
MONTALVANIA,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,31076
SAO JOAO DAS MISSOES,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31076
JOAO PINHEIRO,0,0,0,0,1,0,0,2,4,1,0,1,1,1,1,1,4,1,4,1,3,1,3,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,31077
BRASILANDIA DE MINAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,31077
ENTRE RIOS DE MINAS,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31078
OURO BRANCO,0,1,0,0,5,1,2,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,31078
JECEABA,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,5,0,1,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,31078
CONGONHAS,0,0,1,0,0,2,0,1,12,4,4,6,6,6,4,13,3,5,9,2,0,5,3,1,2,0,0,0,3,2,1,0,1,0,0,0,0,0,0,1,1,0,0,98,31078
SAO BRAS DO SUACUI,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,31078
SANTANA DOS MONTES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31079
CASA GRANDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31079
CATAS ALTAS DA NORUEGA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31079
CRISTIANO OTONI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31079
RIO ESPERA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31079
LAMIM,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31079
CONSELHEIRO LAFAIETE,2,4,2,3,4,3,6,3,10,9,10,9,9,7,8,9,7,2,1,2,1,0,1,2,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,1,0,0,0,120,31079
RIO PARANAIBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,31082
SAO GOTARDO,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,3,1,0,1,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,31082
ARAPUA,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31082
MATUTINA,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,31082
CARMO DO PARANAIBA,0,0,0,0,0,1,1,1,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,31082
SANTA ROSA DA SERRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31082
FRANCISCO DUMONT,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31083
GUARACIAMA,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31083
BOCAIUVA,8,2,0,5,4,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,31083
JOAQUIM FELICIO,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,31083
OLHOS-D'AGUA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,31083
